timestamp,sql_file,source,task,llm,strategy,repetition,db_type,m1_executability,m2_schema_correct,m2_has_case_id,m2_has_activity,m2_has_timestamp,columns,column_types,row_count,latency_s,error_class,error_msg
2026-03-17T20:35:55.057631+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t5/claude/naive_r1.sql,llm,t5,claude,naive,1,duckdb,1,1,True,True,True,case_id|activity|timestamp,BIGINT|VARCHAR|TIMESTAMP,-1,5.528,,
2026-03-17T20:35:55.128731+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t5/claude/naive_r2.sql,llm,t5,claude,naive,2,duckdb,1,1,True,True,True,case_id|activity|timestamp,BIGINT|VARCHAR|TIMESTAMP,-1,0.069,,
2026-03-17T20:36:00.762290+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t5/claude/naive_r3.sql,llm,t5,claude,naive,3,duckdb,1,1,True,True,True,case_id|activity|timestamp,BIGINT|VARCHAR|TIMESTAMP,-1,5.631,,
2026-03-17T20:36:00.766245+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t5/claude/schema_aware_r1.sql,llm,t5,claude,schema_aware,1,duckdb,1,1,True,True,True,case_id|activity|timestamp,BIGINT|VARCHAR|TIMESTAMP,-1,0.002,,
2026-03-17T20:36:00.768211+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t5/claude/schema_aware_r2.sql,llm,t5,claude,schema_aware,2,duckdb,1,1,True,True,True,case_id|activity|timestamp,BIGINT|VARCHAR|TIMESTAMP,-1,0.001,,
2026-03-17T20:36:00.771894+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t5/claude/schema_aware_r3.sql,llm,t5,claude,schema_aware,3,duckdb,1,1,True,True,True,case_id|activity|timestamp,BIGINT|VARCHAR|TIMESTAMP,-1,0.002,,
2026-03-17T20:36:00.774785+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t5/claude/zero_shot_r1.sql,llm,t5,claude,zero_shot,1,duckdb,1,1,True,True,True,case_id|activity|timestamp,BIGINT|VARCHAR|TIMESTAMP,-1,0.002,,
2026-03-17T20:36:00.776844+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t5/claude/zero_shot_r2.sql,llm,t5,claude,zero_shot,2,duckdb,1,1,True,True,True,case_id|activity|timestamp,BIGINT|VARCHAR|TIMESTAMP,-1,0.001,,
2026-03-17T20:36:00.778973+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t5/claude/zero_shot_r3.sql,llm,t5,claude,zero_shot,3,duckdb,1,1,True,True,True,case_id|activity|timestamp,BIGINT|VARCHAR|TIMESTAMP,-1,0.001,,
2026-03-17T20:36:00.780889+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t5/gpt4o/few_shot_r1.sql,llm,t5,gpt4o,few_shot,1,duckdb,1,1,True,True,True,case_id|activity|timestamp,BIGINT|VARCHAR|TIMESTAMP,-1,0.001,,
2026-03-17T20:36:00.782989+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t5/gpt4o/few_shot_r2.sql,llm,t5,gpt4o,few_shot,2,duckdb,1,1,True,True,True,case_id|activity|timestamp,BIGINT|VARCHAR|TIMESTAMP,-1,0.002,,
2026-03-17T20:36:00.784444+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t5/gpt4o/few_shot_r3.sql,llm,t5,gpt4o,few_shot,3,duckdb,1,1,True,True,True,case_id|activity|timestamp,BIGINT|VARCHAR|TIMESTAMP,-1,0.001,,
2026-03-17T20:36:00.785771+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t5/gpt4o/naive_r1.sql,llm,t5,gpt4o,naive,1,duckdb,1,1,True,True,True,case_id|activity|timestamp,BIGINT|VARCHAR|TIMESTAMP,-1,0.001,,
2026-03-17T20:36:00.786861+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t5/gpt4o/naive_r2.sql,llm,t5,gpt4o,naive,2,duckdb,1,1,True,True,True,case_id|activity|timestamp,BIGINT|VARCHAR|TIMESTAMP,-1,0.001,,
2026-03-17T20:36:00.787756+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t5/gpt4o/naive_r3.sql,llm,t5,gpt4o,naive,3,duckdb,1,1,True,True,True,case_id|activity|timestamp,BIGINT|VARCHAR|TIMESTAMP,-1,0.0,,
2026-03-17T20:36:00.789220+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t5/gpt4o/schema_aware_r1.sql,llm,t5,gpt4o,schema_aware,1,duckdb,1,1,True,True,True,case_id|activity|timestamp,BIGINT|VARCHAR|TIMESTAMP,-1,0.001,,
2026-03-17T20:36:00.790814+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t5/gpt4o/schema_aware_r2.sql,llm,t5,gpt4o,schema_aware,2,duckdb,1,1,True,True,True,case_id|activity|timestamp,BIGINT|VARCHAR|TIMESTAMP,-1,0.001,,
2026-03-17T20:36:00.792339+00:00,/sessions/admiring-cool-mayer/mnt/ELG with AI/experiment/outputs/t5/gpt4o/schema_aware_r3.sql,llm,t5,gpt4o,schema_aware,3,duckdb,1,1,True,True,True,case_id|activity|timestamp,BIGINT|VARCHAR|TIMESTAMP,-1,0.001,,
